codigo,grupo,descricao,umidade_pct,energia_kcal,energia_kj,proteina_g,lipideos_g,colesterol_mg,carboidrato_g,fibra_g,cinzas_g,calcio_mg,magnesio_mg,manganes_mg,fosforo_mg,ferro_mg,sodio_mg,potassio_mg,cobre_mg,zinco_mg,retinol_mcg,re_mcg,rae_mcg,tiamina_mg,riboflavina_mg,piridoxina_mg,niacina_mg,vitamina_c_mg
241,Frutas e derivados,"Pequi, cru",65.89,205,857.6,2.34,17.97,,12.97,19.04,0.83,32.44,29.77,0.638,33.75,0.27,0,297.79,0.208,0.96,,60,30,0.17,0.48,0.063,2.573,8.28
242,Frutas e derivados,"Pêra, Park, crua",83.19,60.6,253.5,0.24,0.23,,16.07,2.98,0.27,8.71,6.12,0.035,11.71,0.32,0.98,102.22,0.078,0.07,,,,0.06,0,0,0,2.36
243,Frutas e derivados,"Pêra, Williams, crua",85.03,53.3,223,0.57,0.11,,14.02,3.01,0.27,8.28,5.78,0.04,11.77,0.09,0,115.87,0.07,0.08,,,,0,0,0,0,2.83
244,Frutas e derivados,"Pêssego, Aurora, cru",89.32,36.3,152,0.82,0,,9.32,1.42,0.53,3.23,4.44,0.054,15.44,0.22,0,123.79,0.019,0.06,,,,0.05,0,0,0,3.25
245,Frutas e derivados,"Pêssego, enlatado, em calda",82.19,63.1,264.2,0.71,0,,16.88,1.02,0.23,4.1,4.04,0.028,8.81,0.6,3.2,94.72,0.039,0.09,,47.54,23.77,0,0,0,0,0
246,Frutas e derivados,"Pinha, crua",75.05,88.5,370.2,1.49,0.32,,22.45,3.36,0.7,20.88,30.54,0.145,34.4,0.21,1.34,283.05,0.107,0.24,,,,0.12,0.043,0.087,0,35.9
247,Frutas e derivados,"Pitanga, crua",88.29,41.4,173.3,0.93,0.17,,10.24,3.24,0.36,17.88,12.23,0.358,13.14,0.4,1.7,113.44,0.084,0.35,,154,77,0.026,0.097,0,0,24.87
248,Frutas e derivados,"Pitanga, polpa, congelada",94.57,19.1,79.9,0.29,0.12,,4.76,0.74,0.26,7.79,6.2,0.053,12.22,0.37,5.03,87.31,0.059,0.09,,145.54,72.77,0,0,0,0,0
249,Frutas e derivados,"Romã, crua",83.99,55.7,233.2,0.4,0,,15.11,0.44,0.5,4.75,12.7,0.132,40.27,0.26,0.59,484.57,0.187,0.67,,,,0.118,0.169,0.05,0,8.12
250,Frutas e derivados,"Tamarindo, cru",21.95,275.7,1153.5,3.21,0.46,,72.53,6.45,1.86,37.1,59.11,0.335,54.59,0.55,0.36,722.99,0.295,0.67,,,,0.31,0,0.103,0,7.25
251,Frutas e derivados,"Tangerina, Poncã, crua",89.22,37.8,158.2,0.85,0.07,,9.61,0.94,0.31,12.89,7.73,0.04,12.45,0.11,0,131.44,0.03,0,,47.38,23.69,0.06,0.02,0.02,0,48.82
252,Frutas e derivados,"Tangerina, Poncã, suco",90.44,36.1,151,0.52,0,,8.8,0,0.28,4.28,6.46,0.02,9.02,0,0,119,0.02,0,,51.17,25.58,0.063,0,0.03,0,41.75
253,Frutas e derivados,"Tucumã, cru",51.26,262,1096.3,2.09,19.08,,26.47,12.65,1.09,46.34,121.01,0.549,52.55,0.57,3.89,401.17,0.39,0.87,,2362.64,1181.32,0.037,0,0.11,0,17.99
254,Frutas e derivados,"Umbu, cru",89.25,37,154.9,0.84,0,,9.4,1.98,0.47,11.56,11.35,0.033,13.38,0.09,0,151.83,0.041,0.42,,,,0.05,0.056,0.03,0,24.06
255,Frutas e derivados,"Umbu, polpa, congelada",90.19,33.9,142,0.51,0.07,,8.79,1.34,0.45,10.71,8.12,0.049,12.68,0.21,5.77,153.88,0.043,0.07,,,,0,0.065,0,0,3.95
256,Frutas e derivados,"Uva, Itália, crua",84.97,52.9,221.2,0.75,0.2,,13.57,0.92,0.57,6.66,4.98,0.127,12.12,0.14,0,161.94,0.107,0,,5.33,2.67,0,0,0.03,0,3.29
257,Frutas e derivados,"Uva, Rubi, crua",86.08,49.1,205.3,0.61,0.16,,12.7,0.93,0.46,7.62,5.83,0.072,22.79,0.17,7.92,158.89,0.047,0,,,,0.017,0.022,0,0,1.86
258,Frutas e derivados,"Uva, suco concentrado, envasado",85.13,57.7,241.2,0,0,,14.71,0.23,0.16,9.32,7.06,0.197,10.02,0.12,9.58,53.73,0.13,0.05,,,,0.072,0.017,0.05,0,20.97
259,Gorduras e óleos,"Azeite, de dendê",,884,3698.7,,100,,,,,,,,,,,,,,,,,,,,,
260,Gorduras e óleos,"Azeite, de oliva, extra virgem",,884,3698.7,,100,,,,,,,,,,,,,,,,,,,,,
261,Gorduras e óleos,"Manteiga, com sal",15.79,726,3037.5,0.41,82.36,200.55,0.06,,1.37,9.42,1.47,0,27.7,0.15,578.69,14.78,0,0,923.54,,,0,0,0,0,0
262,Gorduras e óleos,"Manteiga, sem sal",13.63,757.5,3169.5,0.4,86.04,213.95,0,,0.05,3.61,1.43,0,7.07,0,3.85,5.2,0.041,0,1013.09,,,0,0,0,0,0
263,Gorduras e óleos,"Margarina, com óleo hidrogenado, com sal (65% de lipídeos)",32.23,596.1,2494.2,0,67.43,,0,,1.94,5.56,1.13,0,7.26,0.09,894.04,21.42,0,0,462.12,,,0,0,0,0,0
264,Gorduras e óleos,"Margarina, com óleo hidrogenado, sem sal (80% de lipídeos)",19.59,722.5,3023,0,81.73,,0,,0.16,2.6,0.54,0,3.75,0.05,77.89,1.77,0,0,534.38,,,0,0,0,0,0
265,Gorduras e óleos,"Margarina, com óleo interesterificado, com sal (65%de lipídeos)",31.97,594.5,2487.2,0,67.25,,0,,1.25,4.54,1.23,0,5.97,0,560.8,14.71,0,0,385.39,,,0,0,0,0,0
266,Gorduras e óleos,"Margarina, com óleo interesterificado, sem sal (65% de lipídeos)",33.37,593.1,2481.7,0,67.1,,0,,0.1,4.96,1.15,0,7.16,0.08,33.19,4.73,0,0,245.1,,,0,0,0,0,0
267,Gorduras e óleos,"Óleo, de babaçu",,884,3698.7,,100,,,,,,,,,,,,,,,,,,,,,
268,Gorduras e óleos,"Óleo, de canola",,884,3698.7,,100,,,,,,,,,,,,,,,,,,,,,
269,Gorduras e óleos,"Óleo, de girassol",,884,3698.7,,100,,,,,,,,,,,,,,,,,,,,,
270,Gorduras e óleos,"Óleo, de milho",,884,3698.7,,100,,,,,,,,,,,,,,,,,,,,,
271,Gorduras e óleos,"Óleo, de pequi",,884,3698.7,,100,,,,,,,,,,,,,,,,,,,,,
272,Gorduras e óleos,"Óleo, de soja",,884,3698.7,,100,,,,,,,,,,,,,,,,,,,,,
273,Pescados e frutos do mar,"Abadejo, filé, congelado, assado",74.32,111.6,467,23.52,1.24,102.8,0,,1.65,22.61,20.25,0,337.86,0.53,334.39,155.64,0.034,0.51,0,0,0,0,0,0,0.437,
274,Pescados e frutos do mar,"Abadejo, filé, congelado,cozido",79.73,91.1,381.2,19.35,0.94,86.86,0,,0.89,16.73,15.74,0,350.7,0.33,189.34,145.67,0.027,0.43,0,0,0,0,0,0,0,
275,Pescados e frutos do mar,"Abadejo, filé, congelado, cru",86.42,59.1,247.3,13.08,0.36,31.41,0,,0.63,10.17,14.5,0.005,90.54,0.11,78.52,148.35,0.135,0.39,0,0,0,0.037,0,0,4.6,
276,Pescados e frutos do mar,"Abadejo, filé, congelado, grelhado",70.96,129.6,542.4,27.61,1.3,135.85,0,,1.59,20.17,22.11,0,581.13,0.33,305.09,278.64,0,0.44,5.69,5.69,5.69,0.03,0,0,0.437,
277,Pescados e frutos do mar,"Atum, conserva em óleo",64.5,165.9,694.2,26.19,6,52.94,0,,1.53,6.52,29.48,0,211.01,1.23,362.15,279.86,0.038,0.59,0,0,0,0.153,0.03,0,3.167,
278,Pescados e frutos do mar,"Atum, fresco, cru",73.05,117.5,491.6,25.68,0.87,47.8,0,,1.31,6.69,32.23,0,253.86,1.27,30.3,307.76,0.087,0.4,20.3,20.3,20,0,0.04,0,5.94,
279,Pescados e frutos do mar,"Bacalhau, salgado, cru",47.89,135.9,568.6,29.04,1.32,138.88,0,,22.5,156.97,49.47,0.025,186.21,0.85,13585.06,433.9,0.093,0.67,0,0,0,0,0.21,0,,
280,Pescados e frutos do mar,"Bacalhau, salgado, refogado",65.91,139.7,584.3,23.98,3.61,111.97,1.22,,5.28,59.12,15.06,0,51.34,0.15,1256.28,50.22,0.043,0.56,0,0,0,0.033,0.05,0,5.167,0
281,Pescados e frutos do mar,"Cação, posta, com farinha de trigo, frita",60.62,208.3,871.7,24.95,9.95,74.91,3.1,0.54,1.37,30.44,25.51,0.062,461.57,1,160.03,419.89,0,0.55,17.38,17.38,17.38,0,0,0,0.77,
282,Pescados e frutos do mar,"Cação, posta, cozida",75.93,116,485.4,25.59,0.75,83.25,0,,1.18,10.32,21.12,0,203.71,0.32,114.91,248.64,0.03,0.61,11.62,11.62,12,0,0.04,0,9.767,
283,Pescados e frutos do mar,"Cação, posta, crua",81.38,83.3,348.7,17.85,0.79,36.13,0,,1.24,8.7,19.3,0.035,181.45,0.2,176.02,299.02,0.128,0.32,6,6,6,0.037,0,0,1.31,
284,Pescados e frutos do mar,"Camarão, Rio Grande, grande, cozido",78.71,90,376.6,18.97,1,240.85,0,,1.73,89.74,18.91,0.058,265.85,1.28,366.55,101.73,0.169,1.24,0,0,0,0,0,0,1.067,
285,Pescados e frutos do mar,"Camarão, Rio Grande, grande, cru",89.13,47.2,197.4,9.99,0.5,123.99,0,,0.8,51.12,27.37,0.035,233.92,0.67,201.13,72.01,0.112,0.71,20,20,20,0,0,0,0,
286,Pescados e frutos do mar,"Camarão, Sete Barbas, sem cabeça, com casca, frito",61.04,231.2,967.5,18.39,15.62,283.14,2.88,,2.07,959.7,73.97,0.379,336.99,2.44,99.06,106.77,0.188,1.1,0,0,0,0.053,0,0,0.35,
287,Pescados e frutos do mar,"Caranguejo, cozido",77,82.7,346.1,18.48,0.42,84.61,0,,3.55,357.15,52.23,0.073,153.69,2.86,360.11,185.83,0.72,5.65,0,0,0,0.04,0.31,0,4.167,0
288,Pescados e frutos do mar,"Corimba, cru",75.64,128.2,536.2,17.37,5.99,40.23,-0.03,,1.03,40.05,22.77,0.02,190.07,0.5,47.01,316.74,0.033,0.4,0,0,0,0,0,0,1.873,
289,Pescados e frutos do mar,"Corimbatá, assado",59.93,261.5,1093.9,19.9,19.57,80.09,0,,0.96,22.3,24.21,0.013,220.64,0.97,40.43,326.5,0.032,0.75,0,0,0,0.133,0.06,0,2.697,
290,Pescados e frutos do mar,"Corimbatá, cozido",64.56,238.7,998.7,20.13,16.93,74.62,0,,0.84,64.69,22.83,0.021,185.26,0.62,37.17,253.99,0.052,0.95,0,0,0,0,0,0,2.093,
291,Pescados e frutos do mar,"Corvina de água doce, crua",79.25,101,422.6,18.92,2.24,73.11,0,,1.02,39.43,24.5,0.02,153.82,0.26,45.09,293.02,0.02,0.36,8.12,8.12,8.12,0,0.08,0,,
292,Pescados e frutos do mar,"Corvina do mar, crua",79.35,94,391.5,18.57,1.58,67.07,0,,1.08,,23.75,0.01,183.08,0.38,67.97,338.7,0.027,0.36,65.02,65.02,65.02,0.12,0.053,0,2.623,
293,Pescados e frutos do mar,"Corvina grande, assada",69.03,146.5,613.1,26.77,3.57,117.05,0,,1.35,60.23,24.1,0.025,175.9,0.54,85.35,291.46,0.02,0.67,0,0,0,0.113,0.1,0,4.233,
294,Pescados e frutos do mar,"Corvina grande, cozida",73.61,100.1,418.7,23.44,2.56,122.56,0,,0.9,69.37,22.22,0.019,163.56,0.58,68.39,194.04,0.025,0.69,6.28,6.28,6.28,0,0.033,0,0.77,
295,Pescados e frutos do mar,"Dourada de água doce, fresca",76.16,131.2,549,18.81,5.64,51.99,0,,1.07,12.13,26.26,0.01,189.27,0.15,40.3,392.51,0.02,0.48,0,0,0,0,0,0,3.703,
296,Pescados e frutos do mar,"Lambari, congelado, cru",71.89,130.8,547.4,16.81,6.55,158.66,0,,3.57,1181.28,44.69,0.278,696.15,0.91,47.92,244.4,0.094,3.34,4.31,4.31,4.31,0.053,0,0,3.3,
297,Pescados e frutos do mar,"Lambari, congelado, frito",40.14,326.9,1367.6,28.43,22.78,246.32,0,,6.17,1881.04,66.29,0.337,1067.28,0.81,64.55,331.17,0.306,5.62,9.45,9.45,9.45,0.253,0.03,0.04,8.933,
298,Pescados e frutos do mar,"Lambari, fresco, cru",72.17,151.6,634.3,15.65,9.4,144.25,0,,2.21,590.27,31.61,0.413,440.93,0.63,41.11,207.36,0.052,2.42,0,0,0,0,0.03,0.073,1.857,
299,Pescados e frutos do mar,"Manjuba, com farinha de trigo, frita",41.3,343.6,1437.4,23.45,22.59,281.75,10.24,0.36,2.41,763.31,46.9,0.356,577.93,3.04,36.52,319.26,0.154,3.77,29.94,29.94,29.94,0.05,0.067,0,0.787,
300,Pescados e frutos do mar,"Manjuba, frita",40.68,349.3,1461.6,30.14,24.46,270.34,0,,4.23,575.03,31.66,0.207,735.43,0.92,40.61,318.18,0.138,3.23,12.07,12.07,12.07,0.03,0.033,0,7.267,
301,Pescados e frutos do mar,"Merluza, filé, assado",70.73,121.9,510.1,26.6,0.92,90.97,0,,1.24,35.91,20.27,0.032,273.2,0.37,119.95,363.57,0.031,0.89,0,0,0,0.05,0,0,7.967,
302,Pescados e frutos do mar,"Merluza, filé, cru",82.07,89.1,372.9,16.61,2.02,57.18,0,,1.14,20.4,27.02,0.01,184.57,0.19,79.5,339.53,0,0.33,0,0,0,0,0,0,1.343,
303,Pescados e frutos do mar,"Merluza, filé, frito",63.46,191.6,801.8,26.93,8.5,109.1,0,,1.53,35.63,38.14,0.023,278.93,0.38,89.96,446.62,0.027,0.56,0,0,0,0.05,0,0,0.77,
304,Pescados e frutos do mar,"Pescada, branca, crua",79.57,110.9,463.9,16.26,4.59,50.77,0,,0.94,15.74,19.2,0.01,135.85,0.16,76.17,261.4,0,0.25,2.77,2.77,2.77,0,0.04,0,0.603,
305,Pescados e frutos do mar,"Pescada, branca, frita",57,223,933.2,27.36,11.78,165.44,0,,3.24,378.27,30.08,0.055,504.1,0.51,107.23,355.15,0.085,1.12,39.35,39.35,39.35,0.08,0.113,0,8.067,
306,Pescados e frutos do mar,"Pescada, filé, com farinha de trigo, frito",53.2,283.4,1185.9,21.44,19.11,72.97,5.03,0,1.21,26.43,28.4,0.066,216.37,0.94,90.51,216.37,0.031,0.43,17.5,17.5,17.5,0,0.03,0,0.603,
307,Pescados e frutos do mar,"Pescada, filé, cru",79.52,107.2,448.5,16.65,4,64.84,0,,0.9,13.55,22.8,0.01,141.25,0.17,77.5,253.06,0,0.25,47.86,47.86,47.86,0,0.047,0,3.103,
308,Pescados e frutos do mar,"Pescada, filé, frito",66.8,154.3,645.5,28.59,3.57,80.81,0,,1.66,10.32,21.12,0,203.71,0.32,114.91,248.64,0.03,0.61,4.22,4.22,4.22,0.14,0,0,8.867,
309,Pescados e frutos do mar,"Pescada, filé, molho escabeche",74.53,142,594,11.75,8.02,43.4,5.02,0.78,0.68,20.12,18.06,0.076,105.46,1.47,51.29,208.24,0.365,0.29,19.19,,,0,0.03,0,1.103,6.89
310,Pescados e frutos do mar,"Pescadinha, crua",80.62,76.4,319.7,15.48,1.14,83.61,0,,2.02,331.6,33.77,0.066,326.82,0.55,120.34,303.83,0.101,0.55,0,0,0,0.083,0,0,6.6,
311,Pescados e frutos do mar,"Pintado, assado",56.98,191.6,801.5,36.45,3.98,125.96,0,,2.03,113.54,42.36,0.081,331.8,0.78,80.95,527.15,0.036,2.1,6.57,6.57,6.57,0.03,0,0,6.633,
312,Pescados e frutos do mar,"Pintado, cru",80.27,91.1,381.1,18.56,1.31,50.3,0,,1.08,12,23.7,0.01,174.47,0.22,43.34,293.65,0.03,0.39,0,0,0,0,0,0,4.953,
313,Pescados e frutos do mar,"Pintado, grelhado",65.49,152.2,636.8,30.8,2.29,99.3,0,,1.57,68.98,26.74,0.03,237.29,0.48,53.09,360.15,0.038,0.76,5.13,5.13,5.13,0.03,0,0,2.867,
314,Pescados e frutos do mar,"Porquinho, cru",79.17,93,389.2,20.49,0.61,48.61,0,,1.26,25.88,24.35,0.053,207.3,0.39,66.73,313.42,0.037,0.66,4.65,4.65,4.65,0,0,0,1.193,
315,Pescados e frutos do mar,"Salmão, filé, com pele, fresco,  grelhado",60.93,228.7,957,23.92,14.04,85.31,0,,1.29,28.76,27.79,0.016,299.72,0.54,85.14,383.94,0.043,0.56,0,0,0,0.127,0.06,0,5.347,
316,Pescados e frutos do mar,"Salmão, sem pele, fresco, cru",68.98,169.8,710.4,19.25,9.71,53.03,0,,1.22,8.75,27.42,0,258.8,0.24,64.24,376.5,0.022,0.34,0,0,0,0.197,0.03,0,3.21,
317,Pescados e frutos do mar,"Salmão, sem pele, fresco, grelhado",58.13,242.7,1015.5,26.14,14.53,72.82,0,,1.61,15.09,37.86,0.013,352.16,0.37,95.81,517.9,0.037,0.5,0,0,0,0.233,0.03,0,6.303,
318,Pescados e frutos do mar,"Sardinha, assada",60.08,164.4,687.6,32.18,2.99,108.99,0,,4.35,437.73,51.36,0.242,577.78,1.25,74.47,574.34,0.137,1.82,0,0,0,0.063,0,0,5.833,
319,Pescados e frutos do mar,"Sardinha, conserva em óleo",55.14,285,1192.4,15.94,24.05,72.57,0,,2.86,550.24,35.27,0.113,496.37,3.54,665.84,367.13,0.034,1.64,0,0,0,0.417,0.037,0,6.553,
320,Pescados e frutos do mar,"Sardinha, frita",48.49,257,1075.5,33.38,12.69,102.87,0,,4.3,482.07,38.83,0.247,628.76,1.12,60.1,459.94,0.143,1.64,0,0,0,0.063,0,0,7.1,
321,Pescados e frutos do mar,"Sardinha, inteira, crua",76.64,113.9,476.6,21.08,2.65,60.5,0,,1.6,167.33,28.53,0.097,293.9,1.34,60.39,312.37,0.13,1.29,0,0,0,0,0.07,0,7.7,
322,Pescados e frutos do mar,"Tucunaré, filé, congelado, cru",79.88,87.7,366.9,17.96,1.22,46.9,-0.05,,0.98,19.22,25.64,0.011,167.87,0.27,56.55,288.06,0.095,0.44,0,0,0,0,0.05,0,0.9,
323,Carnes e derivados,Apresuntado,73.72,128.9,539.1,13.45,6.69,37.67,2.86,,3.28,22.58,15.26,0.039,225.39,0.88,942.93,270.07,0.029,1.65,0,,,0.623,0.037,0,0.697,0
324,Carnes e derivados,"Caldo de carne, tablete",2.93,240.6,1006.8,7.82,16.57,0,15.05,0.58,57.63,129.03,22.06,0.021,123.04,0,22179.67,218.15,0,0,0,,,0.703,0.07,0.267,0,
325,Carnes e derivados,"Caldo de galinha, tablete",3.38,251.4,1052,6.28,20.42,2.11,10.65,11.81,59.28,16.36,12.79,0.13,48.06,0.69,22299.9,68.03,0,0.26,0,,,0.05,0.037,0,,
326,Carnes e derivados,"Carne, bovina, acém, moído, cozido",61.62,212.4,888.8,26.69,10.92,103.13,0,,0.84,4.03,17.07,0.013,164.44,2.65,52.36,255.71,0.063,8.1,0,0,0,0,0.317,0,1.763,
327,Carnes e derivados,"Carne, bovina, acém, moído, cru",72.7,136.6,571.4,19.42,5.95,57.94,0,,0.93,2.61,14.14,0,157.61,1.76,48.61,237.3,0.076,6.33,2.32,2.32,2.32,0.153,0.213,0.03,4.33,
328,Carnes e derivados,"Carne, bovina, acém, sem gordura, cozido",60.38,214.6,897.9,27.27,10.88,106.75,0,,0.83,7.11,14.44,0,164.2,2.37,56.17,254.42,0.073,7.97,0,0,0,0,0.04,0.07,1.627,
329,Carnes e derivados,"Carne, bovina, acém, sem gordura, cru",71.52,144,602.6,20.82,6.11,53.37,0,,0.96,4.72,13.28,0,144.19,1.51,49.85,233.65,0.037,5.21,2.17,2.17,2.17,0.117,0.117,0,2.33,
330,Carnes e derivados,"Carne, bovina, almôndegas, cruas",64.28,189.3,791.8,12.31,11.2,33.6,9.79,,2.41,22.23,23.75,0.167,144.93,1.56,621.25,328.24,0.146,2.33,0,,,0.11,0.04,0,2.2,
331,Carnes e derivados,"Carne, bovina, almôndegas, fritas",48.09,271.8,1137.3,18.16,15.78,36.38,14.29,,3.69,26.76,48.12,0.407,244.3,1.91,1030.26,536.1,0.187,2.61,0,,,0.133,0.07,0,6.6,
332,Carnes e derivados,"Carne, bovina, bucho, cozido",74.12,133,556.6,21.64,4.5,245.47,0,,0.32,13.21,7.41,0.01,62.63,0.58,38.2,69.81,0.05,2.49,0,0,0,0,0,0,2.18,
333,Carnes e derivados,"Carne, bovina, bucho, cru",74.97,137.3,574.5,20.53,5.5,144.9,0,,0.37,9.07,6.4,0.01,61.42,0.47,45,84.57,0.06,2.13,0,0,0,0,0,0,2.133,
334,Carnes e derivados,"Carne, bovina, capa de contra-filé, com gordura, crua",64.77,216.9,907.5,19.2,14.96,62.81,0,,0.9,5.86,17.45,0.006,144.19,1.51,57.54,266.89,0.058,3.54,3.76,3.76,3.76,0.087,0.087,0.12,1.55,
335,Carnes e derivados,"Carne, bovina, capa de contra-filé, com gordura, grelhada",47.88,311.7,1304.2,30.69,20.03,120.43,0,,1.13,7.26,18.38,0,213.63,2.59,80.51,323.45,0.127,6.2,0,0,0,0,0.063,0,1.743,
336,Carnes e derivados,"Carne, bovina, capa de contra-filé, sem gordura, crua",72.99,131.1,548.4,21.54,4.33,58.35,0,,1,6.5,19.59,0,178.23,2.04,79.17,325.43,0.06,4.59,0,0,0,0,0.037,0,1.81,
337,Carnes e derivados,"Carne, bovina, capa de contra-filé, sem gordura, grelhada",53.74,239.4,1001.8,35.06,9.95,80.29,-0.01,,1.25,8.84,25.61,0.01,287.38,2.84,82.75,384.84,0.12,7.64,0,0,0,0.027,0.077,0,1.857,
338,Carnes e derivados,"Carne, bovina, charque, cozido",45.79,262.8,1099.5,36.36,11.92,113.43,0,,3.63,14.85,12.81,0.017,100.9,3.45,1442.7,89.57,0.067,6.09,0,0,0,0.05,0.07,0,1.5,
339,Carnes e derivados,"Carne, bovina, charque, cru",44.47,248.9,1041.2,22.71,16.84,80.69,0,,14.49,15.18,13.36,0,122.29,1.53,5875.03,236.26,0.033,3.89,0,0,0,0.12,0.07,0,1.633,
340,Carnes e derivados,"Carne, bovina, contra-filé, à milanesa",42.16,351.6,1471.1,20.61,24,99.36,12.17,0.37,1.05,14.67,27.04,0.273,202.95,2.9,77.09,270.96,0.096,2.86,15.08,,,0.07,0.04,0,3.017,
341,Carnes e derivados,"Carne, bovina, contra-filé de costela, cru",66.38,202.4,847,19.8,13.07,52.31,0,,0.95,3.16,14,0,163.85,1.56,38.52,245.07,0.039,4.35,3.05,3.05,3.05,0.137,0.08,0,2.677,
342,Carnes e derivados,"Carne, bovina, contra-filé de costela, grelhado",52.19,274.9,1150.2,29.88,16.33,97.87,0,,1.15,4.29,23.57,0.01,251.89,2.79,50.88,382.74,0.08,6.68,0,0,0,0,0.187,0.173,2.753,
343,Carnes e derivados,"Carne, bovina, contra-filé, com gordura, cru",65.75,205.9,861.3,21.15,12.81,72.65,0,,0.92,3.67,18.16,0.005,164.2,1.31,44.13,284.65,0.039,2.79,3.59,3.59,3.59,0.11,0.08,0.03,3.79,
344,Carnes e derivados,"Carne, bovina, contra-filé, com gordura, grelhado",51.71,278.1,1163.4,32.4,15.49,143.86,0,,1.22,4.46,18.66,0,218.54,2.35,57.07,351.86,0.093,4.78,0,0,0,0,0.183,0.13,4.91,
345,Carnes e derivados,"Carne, bovina, contra-filé, sem gordura, cru",69.14,156.6,655.3,24,6,59.46,0,,0.99,4.2,20.63,0,183.82,1.68,52.89,334.62,0.047,3.24,0,0,0,0,0.2,0,4.64,
346,Carnes e derivados,"Carne, bovina, contra-filé, sem gordura, grelhado",57.53,193.7,810.4,35.88,4.49,101.9,0,,1.27,5,21.06,0,240.6,2.35,57.51,386.47,0.093,5.14,0,0,0,0,0.167,0.16,4.933,
347,Carnes e derivados,"Carne, bovina, costela, assada",43.19,373,1560.8,28.81,27.72,94.59,0,,0.99,28.01,19.55,0,179.05,2.18,91.86,270.01,0.083,5.45,0,0,0,0,0.083,0.35,0.557,
348,Carnes e derivados,"Carne, bovina, costela, crua",52.73,357.7,1496.7,16.71,31.75,44.19,0,,0.9,,11.68,0,129.97,1.2,70,151.16,0,2.7,4.57,4.57,4.57,0.12,0.11,0,5.99,
349,Carnes e derivados,"Carne, bovina, coxão duro, sem gordura, cozido",58.53,216.6,906.3,31.88,8.92,71.1,0,,0.88,3.98,13.79,0,188.97,1.7,41.1,251.66,0.07,4.97,2.06,2.06,2.06,0,0,0,3.26,
350,Carnes e derivados,"Carne, bovina, coxão duro, sem gordura, cru",69.8,148,619.1,21.51,6.22,59.98,0,,1.09,2.95,21.11,0,188.51,1.89,48.55,357.88,0.05,2.81,2.07,2.07,2.07,0.117,0.2,0,4.377,
351,Carnes e derivados,"Carne, bovina, coxão mole, sem gordura, cozido",58.04,218.7,914.9,32.38,8.91,84.15,0,,1.23,3.73,13.47,0,182.67,2.56,43.5,238.51,0.113,4.7,2.47,2.47,2.47,0,0,0,4.09,
352,Carnes e derivados,"Carne, bovina, coxão mole, sem gordura, cru",68.6,169.1,707.4,21.23,8.69,83.82,0,,1.04,2.99,20.72,0,175.4,1.89,60.53,334.9,0.05,2.63,2.61,2.61,2.61,0.12,0.193,0,2.32,
353,Carnes e derivados,"Carne, bovina, cupim, assado",48.42,330.1,1381.1,28.63,23.04,90.8,0,,0.96,7.62,18.21,0,212.27,2.7,71.59,321.07,0.08,5.29,0,0,0,0,0.077,0.14,2.163,
354,Carnes e derivados,"Carne, bovina, cupim, cru",64.83,221.4,926.3,19.54,15.3,50.95,0,,0.88,3.57,12.76,0,220.13,1.13,46.86,150.58,0.029,2.42,2.7,2.7,2.7,0.113,0.05,0.03,3.33,
355,Carnes e derivados,"Carne, bovina, fígado, cru",71.33,141,590.1,20.71,5.36,392.88,1.11,,1.49,4.16,12.42,0.26,334.16,5.63,75.92,264.5,9.007,3.46,7936.7,7936.7,7936.7,0.137,0.903,0,10.66,
356,Carnes e derivados,"Carne, bovina, fígado, grelhado",54.97,225,941.5,29.86,9.01,601.47,4.2,,1.96,5.56,9.7,0.217,419.92,5.79,82.19,309.37,12.577,3.95,14574,14574,14574,0.213,2.693,0,11.923,
