codigo,descricao,grupo,energiaKcal,proteinaG,lipideosG,carboidratoG,fibraG,calcioMg,magnesioMg,manganesMg,fosforoMg,ferroMg,sodioMg,potassioMg,cobreMg,zincoMg,selenioMcg,retinolMcg,raeMcg,tiaminaMg,riboflavinaMg,niacinaMg,piridoxinaMg,vitaminaB12Mcg,folatoMcg,vitaminaDMcg,vitaminaEMg,vitaminaCMg,colesterolMg,gordurasSaturadasG,gordurasMonoinsaturadasG,gordurasPoliinsaturadasG,gordurasTransG,acucaresG,acucaresAdicionadosG
6400802-13,"Batata (Não Especificada), ensopado",,111.7,1.71,3.01,20.01,2.05,8,20,0.14,40,0.31,5,328,0.167,0.27,1.63,,0.17,0.098,0.019,1.312,0.269,,9,,0.298,7.4,,0.482,0.665,1.724,0.016,0.86,
6400802-15,"Batata (Não Especificada), sopa",,31.4,0.95,0.12,7.01,0.71,8.55,6.35,0.068,15.76,0.28,310.43,88.31,0.039,0.12,1.34,,33.48,0.03,0.026,0.505,0.04,0.015,9.28,,0.204,2.1,,0.039,0.027,0.032,0.002,3.27,2.52
6400802-99,Batata (Não Especificada),,86,1.71,0.1,20.01,2.05,8,20,0.14,40,0.31,5,328,0.167,0.27,0.3,,0.17,0.098,0.019,1.312,0.269,,9,,0.06,7.4,,0.026,0.002,0.043,,0.86,
6400908-2,"Mandioquinha, cozido(a)",,76,1.37,0.14,17.72,2.5,27,18,0.27,32,0.72,27,230,0.09,0.2,0.2,,787,0.06,0.05,0.54,0.17,,6,,0.94,12.8,,0.03,,0.06,,5.74,
6400908-5,"Mandioquinha, frito(a)",,116.4,1.3,5.13,16.83,2.38,25.65,17.1,0.25,30.4,0.69,25.65,218.5,0.09,0.19,2.48,,747.65,0.05,0.04,0.51,0.16,,5.7,,1.35,12.16,,0.75,1.17,2.95,,5.45,
6400908-7,"Mandioquinha, refogado(a)",,91.7,1.37,1.92,17.72,2.5,27,18,0.27,32,0.72,27,230,0.09,0.2,1.02,,787,0.06,0.05,0.54,0.17,,6,,1.1,12.8,,0.29,0.41,1.09,,5.74,
6400908-13,"Mandioquinha, ensopado",,91.7,1.37,1.92,17.72,2.5,27,18,0.27,32,0.72,27,230,0.09,0.2,1.02,,787,0.06,0.05,0.54,0.17,,6,,1.1,12.8,,0.29,0.41,1.09,,5.74,
6401001-1,"Rabanete, cru(a)",,16,0.68,0.1,3.4,1.6,25,10,0.07,20,0.34,39,233,0.05,0.28,0.6,,0.33,0.01,0.04,0.25,0.07,,25,,,14.8,,0.03,0.02,0.05,,0.92,
6401001-2,"Rabanete, cozido(a)",,18,0.6,0.1,4.1,1.6,27,16,0.04,23,0.4,21,227,0.12,0.15,0.7,,,0.02,0.02,0.2,0.05,,28,,,22,,0.03,0.02,0.05,,2.89,
6401001-12,"Rabanete, ao vinagrete",,18,0.6,0.1,4.1,1.6,27,16,0.04,23,0.4,21,227,0.12,0.15,0.7,,,0.02,0.02,0.2,0.05,,28,,,22,,0.03,0.02,0.05,,2.89,
6401101-1,"Beterraba, cru(a)",,43,1.61,0.17,9.56,2.8,16,23,0.33,40,0.8,78,325,0.08,0.35,0.7,,1.67,0.03,0.04,0.33,0.07,,109,,0.04,4.9,,0.03,0.03,0.06,,6.5,
6401101-2,"Beterraba, cozido(a)",,44,1.68,0.18,9.96,2,16,23,0.33,38,0.79,77,305,0.07,0.35,0.7,,1.75,0.03,0.04,0.33,0.07,,80,,0.04,3.6,,0.03,0.04,0.06,,8.8,
6401101-7,"Beterraba, refogado(a)",,67.6,1.68,2.85,9.96,2,16,23,0.33,38,0.79,77,305,0.07,0.35,1.92,,1.75,0.03,0.04,0.33,0.07,,80,,0.29,3.6,,0.41,0.66,1.61,,8.8,
6401101-12,"Beterraba, ao vinagrete",,44,1.68,0.18,9.96,2,16,23,0.33,38,0.79,77,305,0.07,0.35,0.7,,1.75,0.03,0.04,0.33,0.07,,80,,0.04,3.6,,0.03,0.04,0.06,,8.8,
6401101-15,"Beterraba, sopa",,31.4,0.95,0.12,7.01,0.71,8.55,6.35,0.068,15.76,0.28,310.43,88.31,0.039,0.12,1.34,,33.48,0.03,0.026,0.505,0.04,0.015,9.28,,0.204,2.1,,0.039,0.027,0.032,0.002,3.27,2.52
6401101-99,Beterraba,,43,1.61,0.17,9.56,2.8,16,23,0.33,40,0.8,78,325,0.08,0.35,0.7,,1.67,0.03,0.04,0.33,0.07,,109,,0.04,4.9,,0.03,0.03,0.06,,6.5,
6401201-1,"Cenoura, cru(a)",,41,0.93,0.24,9.58,2.8,33,12,0.14,35,0.3,69,320,0.05,0.24,0.1,,840.5,0.07,0.06,0.98,0.14,,19,,0.86,5.9,,0.04,0.01,0.12,,4.73,
6401201-2,"Cenoura, cozido(a)",,35,0.76,0.18,8.22,3,30,10,0.16,30,0.34,58,235,0.02,0.2,0.7,,860.08,0.07,0.04,0.65,0.15,,14,,1.03,3.6,,0.03,0.01,0.09,,3.46,
6401201-5,"Cenoura, frito(a)",,60.5,0.74,3.17,7.97,2.91,29.1,9.7,0.15,29.1,0.33,56.26,227.95,0.02,0.19,2.05,,834.28,0.06,0.04,0.63,0.15,,13.58,,1.28,3.49,,0.46,0.7,1.82,,3.36,
6401201-7,"Cenoura, refogado(a)",,60.5,0.74,3.17,7.97,2.91,29.1,9.7,0.15,29.1,0.33,56.26,227.95,0.02,0.19,2.05,,834.28,0.06,0.04,0.63,0.15,,13.58,,1.28,3.49,,0.46,0.7,1.82,,3.36,
6401201-8,"Cenoura, molho vermelho",,32.8,0.87,0.18,7.65,2.7,26.6,11.2,0.15,29.2,0.48,151.2,254.2,0.04,0.2,0.6,,691.55,0.06,0.05,0.71,0.14,,13.4,,1.11,4.28,,0.03,0.01,0.09,,3.62,
6401201-10,"Cenoura, ao alho e oleo",,60.5,0.74,3.17,7.97,2.91,29.1,9.7,0.15,29.1,0.33,56.26,227.95,0.02,0.19,2.05,,834.28,0.06,0.04,0.63,0.15,,13.58,,1.28,3.49,,0.46,0.7,1.82,,3.36,
6401201-11,"Cenoura, com manteiga/oleo",,56.7,0.79,2.64,8.22,3,30.73,10.06,0.16,30.73,0.34,75.46,235.73,0.02,0.2,0.73,20.34,880.82,0.07,0.05,0.65,0.15,0.01,14.09,0.04,1.1,3.6,6.52,1.59,0.64,0.18,0.1,3.46,
6401201-12,"Cenoura, ao vinagrete",,35,0.76,0.18,8.22,3,30,10,0.16,30,0.34,58,235,0.02,0.2,0.7,,860.08,0.07,0.04,0.65,0.15,,14,,1.03,3.6,,0.03,0.01,0.09,,3.46,
6401201-13,"Cenoura, ensopado",,60.5,0.74,3.17,7.97,2.91,29.1,9.7,0.15,29.1,0.33,56.26,227.95,0.02,0.19,2.05,,834.28,0.06,0.04,0.63,0.15,,13.58,,1.28,3.49,,0.46,0.7,1.82,,3.36,
6401201-15,"Cenoura, sopa",,31.4,0.95,0.12,7.01,0.71,8.55,6.35,0.068,15.76,0.28,310.43,88.31,0.039,0.12,1.34,,33.48,0.03,0.026,0.505,0.04,0.015,9.28,,0.204,2.1,,0.039,0.027,0.032,0.002,3.27,2.52
6401201-99,Cenoura,,41,0.93,0.24,9.58,2.8,33,12,0.14,35,0.3,69,320,0.05,0.24,0.1,,840.5,0.07,0.06,0.98,0.14,,19,,0.86,5.9,,0.04,0.01,0.12,,4.73,
6401301-2,"Nabo, cozido(a)",,22,0.71,0.08,5.06,2,33,9,0.071,26,0.18,16,177,0.002,0.12,0.2,,,0.027,0.023,0.299,0.067,,9,,0.02,11.6,,0.008,0.005,0.042,,1.89,
6401301-7,"Nabo, refogado(a)",,47.7,0.71,2.99,5.06,2,33,9,0.071,26,0.18,16,177,0.002,0.12,1.53,,,0.027,0.023,0.299,0.067,,9,,0.258,11.6,,0.464,0.668,1.723,0.016,1.89,
6401601-1,"Acafrao, cru(a)",,310,11.43,5.85,65.37,3.9,111,264,28.408,252,11.1,148,1724,0.328,1.09,5.6,,26.5,0.115,0.267,1.46,1.01,,93,,1.69,80.8,,1.586,0.429,2.067,,,
6401801-5,"Batata Inglesa Organica, frito(a)",,263.5,2.87,13.64,33.6,3.44,13.43,33.58,0.235,67.17,0.53,8.4,550.76,0.28,0.46,6.68,,0.28,0.165,0.032,2.203,0.452,,15.11,,1.203,12.43,,2.152,3.073,7.851,0.072,1.44,
6500101-99,Creme de Arroz,,148.3,3.8,3.29,26.07,0.3,110.54,13.75,0.144,99.07,0.08,387.3,147.16,0.026,0.48,5.4,26.95,27.36,0.059,0.181,0.406,0.086,0.424,5.31,0.963,0.071,0.25,9.62,1.84,0.833,0.232,0.112,17.4,12.32
6500104-99,Arrozina,,148.3,3.8,3.29,26.07,0.3,110.54,13.75,0.144,99.07,0.08,387.3,147.16,0.026,0.48,5.4,26.95,27.36,0.059,0.181,0.406,0.086,0.424,5.31,0.963,0.071,0.25,9.62,1.84,0.833,0.232,0.112,17.4,12.32
6500105-99,Mucilon,,78.2,2.42,3.06,10.46,0.17,124.57,13.22,0.029,95.38,0.22,319.33,156.85,0.015,0.45,4.03,21.16,30.09,0.068,0.177,0.322,0.043,0.302,11.23,0.508,0.187,0.15,6.02,1.348,0.89,0.555,0.226,7.2,2.08
6500108-99,Mingau de Arroz,,148.3,3.8,3.29,26.07,0.3,110.54,13.75,0.144,99.07,0.08,387.3,147.16,0.026,0.48,5.4,26.95,27.36,0.059,0.181,0.406,0.086,0.424,5.31,0.963,0.071,0.25,9.62,1.84,0.833,0.232,0.112,17.4,12.32
6500202-99,Croquinhos de Arroz,,387,12.94,4.54,77.9,14.5,7,144,1.113,358,3.19,8,329,0.262,3.08,,,9.83,0.104,0.083,2.308,0.157,,31,,0.29,,,0.703,1.1,2.559,,0.86,
6500301-99,Farinha de Aveia,,384,16,6.3,67,9.8,52,148,3.63,474,4.2,4,350,0.34,3.07,34,,,0.73,0.14,0.78,0.12,,32,,0.7,,,1.11,1.98,2.3,,1.57,
6500401-99,Aveia em Flocos,,384,16,6.3,67,9.8,52,148,3.63,474,4.2,4,350,0.34,3.07,34,,,0.73,0.14,0.78,0.12,,32,,0.7,,,1.11,1.98,2.3,,1.57,
6500601-99,Fuba de Milho,,60.6,1.44,0.2,13,0.26,2.82,5.24,0.02,11.92,0.64,2.65,23.2,0.02,0.07,2.78,,0.02,0.1,0.06,0.81,0.02,,39.44,,0.02,,,0.03,0.05,0.08,,0.52,
6500603-99,Farinha de Milho,,351,7.2,1.5,79.1,5.5,1,31,,84,2.3,45,58,0.27,0.6,,,9,0.25,,,0.25,,,,,,,0.4,0.4,0.6,,,
6500608-99,Puba de Milho,,311,4.8,12.4,45.1,0.7,83,10,0.11,128,0.7,134,118,0.04,0.4,,57,,0.11,0.05,,,,,,,,82,4.5,3.9,1.5,1.99,8.27,5.68
6500609-99,Puba de Fuba,,311,4.8,12.4,45.1,0.7,83,10,0.11,128,0.7,134,118,0.04,0.4,,57,,0.11,0.05,,,,,,,,82,4.5,3.9,1.5,1.99,8.27,5.68
6500613-2,"Milho Moido, cozido(a)",,160.1,3.32,7.18,25.11,4.25,3.15,26.01,0.159,75,0.45,244.96,212.05,0.047,0.61,2.9,,13.17,0.215,0.072,1.614,0.06,,46,,0.572,6.2,,1.12,1.718,4.009,0.031,3.16,
6500614-99,Mingau de Milho,,78.2,2.42,3.06,10.46,0.17,124.57,13.22,0.029,95.38,0.22,319.33,156.85,0.015,0.45,4.03,21.16,30.09,0.068,0.177,0.322,0.043,0.302,11.23,0.508,0.187,0.15,6.02,1.348,0.89,0.555,0.226,7.2,2.08
6500702-99,Amido de Milho,,78.2,2.42,3.06,10.46,0.17,124.57,13.22,0.029,95.38,0.22,319.33,156.85,0.015,0.45,4.03,21.16,30.09,0.068,0.177,0.322,0.043,0.302,11.23,0.508,0.187,0.15,6.02,1.348,0.89,0.555,0.226,7.2,2.08
6500705-99,Amido de Arroz,,148.3,3.8,3.29,26.07,0.3,110.54,13.75,0.144,99.07,0.08,387.3,147.16,0.026,0.48,5.4,26.95,27.36,0.059,0.181,0.406,0.086,0.424,5.31,0.963,0.071,0.25,9.62,1.84,0.833,0.232,0.112,17.4,12.32
6500801-99,Cremogema,,78.2,2.42,3.06,10.46,0.17,124.57,13.22,0.029,95.38,0.22,319.33,156.85,0.015,0.45,4.03,21.16,30.09,0.068,0.177,0.322,0.043,0.302,11.23,0.508,0.187,0.15,6.02,1.348,0.89,0.555,0.226,7.2,2.08
6500802-99,Vitamilho,,128.3,4.35,0.22,26.42,1.71,10.74,15.82,0.27,58.01,0.37,261.48,57.49,0.09,0.28,3.75,,0.06,0.06,0.03,1.19,0.04,,6.82,,0.05,,,0.04,0.03,0.09,,0.72,
6500804-99,Creme de Milho,,78.2,2.42,3.06,10.46,0.17,124.57,13.22,0.029,95.38,0.22,319.33,156.85,0.015,0.45,4.03,21.16,30.09,0.068,0.177,0.322,0.043,0.302,11.23,0.508,0.187,0.15,6.02,1.348,0.89,0.555,0.226,7.2,2.08
6500902-99,Sucrilhos de Milho,,377,4.7,0.7,88.8,2.1,56,8,,43,3.9,405,52,0.04,8.5,,,15,0.73,1.11,10.13,0.79,,,,,,,,,,,38.02,38.67
6500903-99,Cereal Matinal de Milho em Flocos,,377,4.7,0.7,88.8,2.1,56,8,,43,3.9,405,52,0.04,8.5,,,15,0.73,1.11,10.13,0.79,,,,,,,,,,,38.02,38.67
6501301-99,Germe de Trigo,,360,23.15,9.72,51.8,13.2,39,239,13.301,842,6.26,12,892,0.796,12.29,79.2,,5.17,1.882,0.499,6.813,1.3,,281,,21.805,,,1.665,1.365,6.01,,8.7,
6501303-99,Fibra de Trigo,,216,15.55,4.25,64.51,42.8,73,611,11.5,1013,10.57,2,1182,0.998,7.27,77.6,,0.5,0.523,0.577,13.578,1.303,,79,,1.49,,,0.63,0.637,2.212,,1.6,
6501304-99,Fibra de Cereal Trigo,,216,15.55,4.25,64.51,42.8,73,611,11.5,1013,10.57,2,1182,0.998,7.27,77.6,,0.5,0.523,0.577,13.578,1.303,,79,,1.49,,,0.63,0.637,2.212,,1.6,
6501401-99,Farinha de Mandioca,,361,1.6,0.3,87.9,6.4,65,37,,42,1.1,1,340,0.08,0.4,,,,0.14,,,,,,,,,,0.1,0.1,,0.1,,
6501410-99,Farinha de Copioba,,361,1.6,0.3,87.9,6.4,65,37,,42,1.1,1,340,0.08,0.4,,,,0.14,,,,,,,,,,0.1,0.1,,0.1,,
6501415-99,Farinha de Agua,,361,1.6,0.3,87.9,6.4,65,37,,42,1.1,1,340,0.08,0.4,,,,0.14,,,,,,,,,,0.1,0.1,,0.1,,
6501416-99,Cruera,,361,1.6,0.3,87.9,6.4,65,37,,42,1.1,1,340,0.08,0.4,,,,0.14,,,,,,,,,,0.1,0.1,,0.1,,
6501502-99,Goma de Mandioca,,336,2,,82,,4,,,,0.16,1.5,,,,,,,,,,,,,,,,,,,,,,
6501505-99,Sagu de Mandioca,,117,4.33,4.1,15.51,0.03,102.17,9.79,0.011,98.87,0.23,100.38,137.7,0.012,0.48,7.16,45.19,45.71,0.046,0.222,0.1,0.046,0.513,10.01,1.005,0.183,,63.11,1.988,1.208,0.346,0.097,13.2,8.6
6501510-99,Farinha de Tapioca,,331,0.5,0.3,81.1,0.6,12,3,,60,0.1,2,48,,,,,,0.03,,,,,,,,,,,,,,,
6501511-99,Farinha Beiju,,331,0.5,0.3,81.1,0.6,12,3,,60,0.1,2,48,,,,,,0.03,,,,,,,,,,,,,,,
6501515-99,Sagu de Tapioca,,117,4.33,4.1,15.51,0.03,102.17,9.79,0.011,98.87,0.23,100.38,137.7,0.012,0.48,7.16,45.19,45.71,0.046,0.222,0.1,0.046,0.513,10.01,1.005,0.183,,63.11,1.988,1.208,0.346,0.097,13.2,8.6
6501516-99,Tapioca de Goma,,336,2,,82,,4,,,,0.16,1.5,,,,,,,,,,,,,,,,,,,,,,
6502001-99,Farinha Lactea,,396.7,12.67,6.33,73.33,2.67,2.93,,,303.33,6,126.67,,,,,443.33,,0.6,0.6,8,0.5,1.2,,5,,29.67,,,,,,,
6502101-99,Neston,,345.8,12.92,,70.8,6.25,508,,,550,12.5,550,,,,,,,1.08,1.16,14.58,1.16,2.17,,4.58,9.17,40.42,,,,,,,
6502102-99,Flocos de Cereais,,365,7.2,1,83.8,4.1,143,11,,101,3.1,655,83,0.06,7.6,,,15,0.76,1.02,11.04,2.25,,,,,,,,,,,,
6502105-99,Vitaflocos,,78.2,2.42,3.06,10.46,0.17,124.57,13.22,0.029,95.38,0.22,319.33,156.85,0.015,0.45,4.03,21.16,30.09,0.068,0.177,0.322,0.043,0.302,11.23,0.508,0.187,0.15,6.02,1.348,0.89,0.555,0.226,7.2,2.08
6502403-1,"Mini Pizza Semipronta, cru(a)",,252.5,10.17,8.22,33.73,1.75,166.42,18.91,0.319,170.57,2.22,444.42,140.69,0.094,1.02,19.27,27.2,33.64,0.367,0.324,2.99,0.071,0.476,106.53,0.033,0.799,1.93,11.04,3.284,2.105,2.329,0.102,1.73,0.58
6502403-2,"Mini Pizza Semipronta, cozido(a)",,252.5,10.17,8.22,33.73,1.75,166.42,18.91,0.319,170.57,2.22,444.42,140.69,0.094,1.02,19.27,27.2,33.64,0.367,0.324,2.99,0.071,0.476,106.53,0.033,0.799,1.93,11.04,3.284,2.105,2.329,0.102,1.73,0.58
6502403-4,"Mini Pizza Semipronta, assado(a)",,252.5,10.17,8.22,33.73,1.75,166.42,18.91,0.319,170.57,2.22,444.42,140.69,0.094,1.02,19.27,27.2,33.64,0.367,0.324,2.99,0.071,0.476,106.53,0.033,0.799,1.93,11.04,3.284,2.105,2.329,0.102,1.73,0.58
6502403-5,"Mini Pizza Semipronta, frito(a)",,252.5,10.17,8.22,33.73,1.75,166.42,18.91,0.319,170.57,2.22,444.42,140.69,0.094,1.02,19.27,27.2,33.64,0.367,0.324,2.99,0.071,0.476,106.53,0.033,0.799,1.93,11.04,3.284,2.105,2.329,0.102,1.73,0.58
6502403-99,Mini Pizza Semipronta,,252.5,10.17,8.22,33.73,1.75,166.42,18.91,0.319,170.57,2.22,444.42,140.69,0.094,1.02,19.27,27.2,33.64,0.367,0.324,2.99,0.071,0.476,106.53,0.033,0.799,1.93,11.04,3.284,2.105,2.329,0.102,1.73,0.58
6502501-99,Fibra de Soja,,70,12,2,74,73,521,234,2,193,40,20,1420,1,5,,,,,,,,,,,0.078,,,0.29,0.44,1.13,,0.21,
6502603-99,Mini Pastel,,319.8,10.38,15.68,33.51,1.45,18.34,16.77,0.31,108.95,2.48,413.19,127.61,0.094,0.93,30.81,19.18,20.35,0.421,0.303,3.33,0.1,0.28,92.2,0.491,1.212,1.19,61.19,3.161,4.244,7.28,0.068,0.36,
6503401-1,"Macarrao, cru(a)",,158,5.8,0.93,30.86,1.8,7,18,0.322,58,1.28,1,44,0.1,0.51,26.4,,,0.274,0.136,1.689,0.049,,123.3,,0.06,,,0.176,0.131,0.319,,0.56,
6503401-2,"Macarrao, cozido(a)",,158,5.8,0.93,30.86,1.8,7,18,0.322,58,1.28,1,44,0.1,0.51,26.4,,,0.274,0.136,1.689,0.049,,123.3,,0.06,,,0.176,0.131,0.319,,0.56,
6503401-3,"Macarrao, grelhado(a)/brasa/churrasco",,158,5.8,0.93,30.86,1.8,7,18,0.322,58,1.28,1,44,0.1,0.51,26.4,,,0.274,0.136,1.689,0.049,,123.3,,0.06,,,0.176,0.131,0.319,,0.56,
6503401-4,"Macarrao, assado(a)",,158,5.8,0.93,30.86,1.8,7,18,0.322,58,1.28,1,44,0.1,0.51,26.4,,,0.274,0.136,1.689,0.049,,123.3,,0.06,,,0.176,0.131,0.319,,0.56,
6503401-5,"Macarrao, frito(a)",,186.7,5.8,4.17,30.86,1.8,7,18,0.322,58,1.28,1,44,0.1,0.51,27.89,,,0.274,0.136,1.689,0.049,,123.3,,0.325,,,0.684,0.87,2.192,0.017,0.56,
6503401-6,"Macarrao, empanado(a)/a milanesa",,186.7,5.8,4.17,30.86,1.8,7,18,0.322,58,1.28,1,44,0.1,0.51,27.89,,,0.274,0.136,1.689,0.049,,123.3,,0.325,,,0.684,0.87,2.192,0.017,0.56,
6503401-7,"Macarrao, refogado(a)",,186.7,5.8,4.17,30.86,1.8,7,18,0.322,58,1.28,1,44,0.1,0.51,27.89,,,0.274,0.136,1.689,0.049,,123.3,,0.325,,,0.684,0.87,2.192,0.017,0.56,
6503401-8,"Macarrao, molho vermelho",,103.7,3.5,1.92,18.27,1.46,12.08,15.05,0.225,43.92,1.04,225.72,145.67,0.095,0.35,13.5,11.37,21.88,0.156,0.087,1.16,0.08,0.003,68.66,0.024,0.433,10.67,3.64,0.971,0.433,0.245,0.056,1.94,
6503401-9,"Macarrao, molho branco",,159,5.42,3.23,26.54,1.48,28.48,16.71,0.268,66.09,1.09,21.72,65.25,0.084,0.5,22.29,20.27,21.08,0.238,0.152,1.447,0.047,0.09,102.24,0.227,0.113,0,6.83,1.673,0.742,0.368,0.097,1.48,
6503401-10,"Macarrao, ao alho e oleo",,186.7,5.8,4.17,30.86,1.8,7,18,0.322,58,1.28,1,44,0.1,0.51,27.89,,,0.274,0.136,1.689,0.049,,123.3,,0.325,,,0.684,0.87,2.192,0.017,0.56,
6503401-11,"Macarrao, com manteiga/oleo",,182.2,5.83,3.67,30.86,1.8,7.81,18.07,0.322,58.81,1.28,20.46,44.81,0.1,0.51,26.43,22.67,23.11,0.274,0.137,1.69,0.049,0.006,123.4,0.047,0.138,,7.26,1.911,0.841,0.422,0.111,0.56,
6503401-12,"Macarrao, ao vinagrete",,158,5.8,0.93,30.86,1.8,7,18,0.322,58,1.28,1,44,0.1,0.51,26.4,,,0.274,0.136,1.689,0.049,,123.3,,0.06,,,0.176,0.131,0.319,,0.56,
6503401-13,"Macarrao, ensopado",,186.7,5.8,4.17,30.86,1.8,7,18,0.322,58,1.28,1,44,0.1,0.51,27.89,,,0.274,0.136,1.689,0.049,,123.3,,0.325,,,0.684,0.87,2.192,0.017,0.56,
6503401-15,"Macarrao, sopa",,158,5.8,0.93,30.86,1.8,7,18,0.322,58,1.28,1,44,0.1,0.51,26.4,,,0.274,0.136,1.689,0.049,,123.3,,0.06,,,0.176,0.131,0.319,,0.56,
6503401-99,Macarrao,,158,5.8,0.93,30.86,1.8,7,18,0.322,58,1.28,1,44,0.1,0.51,26.4,,,0.274,0.136,1.689,0.049,,123.3,,0.06,,,0.176,0.131,0.319,,0.56,
6503501-99,Pure de Batata,,115.2,1.81,4.36,17.76,1.78,18.21,18.34,0.122,43.95,0.27,138.26,298.44,0.146,0.27,0.64,35.45,36.28,0.089,0.034,1.15,0.237,0.047,8.4,0.158,0.171,6.42,11.45,2.712,1.107,0.204,0.171,1.22,
6503601-99,Bife Vegetal,,142.4,18.51,5.32,5.8,0.44,49.84,13.02,0.275,98,2.62,455.73,44.68,0.091,0.41,11.04,,,0.219,0.186,2.91,0.364,4.364,18.55,,0.404,,,0.828,1.158,3.018,0.026,0.22,
6503603-5,"Carne Vegetal, frito(a)",,142.4,18.51,5.32,5.8,0.44,49.84,13.02,0.275,98,2.62,455.73,44.68,0.091,0.41,11.04,,,0.219,0.186,2.91,0.364,4.364,18.55,,0.404,,,0.828,1.158,3.018,0.026,0.22,
6503604-99,Pasta de Soja,,62,6.9,2.7,2.4,0.1,32,27,0.41,90,1.03,36,194,0.203,0.61,9.38,,,0.101,0.041,0.247,0.011,,46,,0.19,,,0.406,0.539,1.485,,1.27,
6503605-99,Carne de Soja,,142.4,18.51,5.32,5.8,0.44,49.84,13.02,0.275,98,2.62,455.73,44.68,0.091,0.41,11.04,,,0.219,0.186,2.91,0.364,4.364,18.55,,0.404,,,0.828,1.158,3.018,0.026,0.22,
6503702-99,Amendoim Moido,,567,25.8,49.24,16.13,8.5,92,168,1.934,376,4.58,18,705,1.144,3.27,7.2,,,0.64,0.135,12.066,0.348,,240,,8.33,,,6.834,24.429,15.559,,4,
6504101-99,Granola,,388,9.5,6.3,73.8,8.5,33.33,317,3.23,337,2.78,50,494,0.407,1.92,17.3,,0.29,0.32,0.55,1.8,0.1,0.29,16,,1.16,0.6,,0.711,3.205,1.656,,26.22,19.32
6504601-99,Musli,,388,9.5,6.3,73.8,8.5,33.33,317,3.23,337,2.78,50,494,0.407,1.92,17.3,,0.29,0.32,0.55,1.8,0.1,0.29,16,,1.16,0.6,,0.711,3.205,1.656,,26.22,19.32
6504701-99,Mix de Cereais,,388,9.5,6.3,73.8,8.5,33.33,317,3.23,337,2.78,50,494,0.407,1.92,17.3,,0.29,0.32,0.55,1.8,0.1,0.29,16,,1.16,0.6,,0.711,3.205,1.656,,26.22,19.32
6504801-99,Miojo,,189.9,5.64,7.18,25.54,1.16,94.04,19.73,0.209,101.26,0.87,429.68,128.16,0.073,0.64,20.21,33.88,33.49,0.203,0.195,1.134,0.058,0.214,81.11,0.373,0.427,0.09,8.28,2.363,1.822,2.485,0.203,4.48,1.73
6504802-99,Macarrao Instantaneo,,189.9,5.64,7.18,25.54,1.16,94.04,19.73,0.209,101.26,0.87,429.68,128.16,0.073,0.64,20.21,33.88,33.49,0.203,0.195,1.134,0.058,0.214,81.11,0.373,0.427,0.09,8.28,2.363,1.822,2.485,0.203,4.48,1.73
6505101-99,Sustagem,,369.2,24.05,0.49,68.02,,538.29,194.44,1.853,463.3,11.11,351.16,1038.55,1.298,7.41,18.95,716.63,716.69,0.74,0.373,12.592,1.018,1.882,394.37,1.528,8.332,37.04,12.33,0.322,0.13,0.021,0.027,57.58,32.26
6505601-99,Proteina de Soja,,142.4,18.51,5.32,5.8,0.44,49.84,13.02,0.275,98,2.62,455.73,44.68,0.091,0.41,11.04,,,0.219,0.186,2.91,0.364,4.364,18.55,,0.404,,,0.828,1.158,3.018,0.026,0.22,
6505603-99,Proteina Vegetal,,142.4,18.51,5.32,5.8,0.44,49.84,13.02,0.275,98,2.62,455.73,44.68,0.091,0.41,11.04,,,0.219,0.186,2.91,0.364,4.364,18.55,,0.404,,,0.828,1.158,3.018,0.026,0.22,
6505701-99,Complemento Alimentar de Qualquer Sabor,,369.2,24.05,0.49,68.02,,538.29,194.44,1.853,463.3,11.11,351.16,1038.55,1.298,7.41,18.95,716.63,716.69,0.74,0.373,12.592,1.018,1.882,394.37,1.528,8.332,37.04,12.33,0.322,0.13,0.021,0.027,57.58,32.26
6505902-99,Sucrilhos de Milho Light,,365,7.2,1,83.8,4.1,143,11,,101,3.1,655,83,0.06,7.6,,,15,0.76,1.02,11.04,2.25,,,,,,,,,,,,
6506003-4,"Mini Pizza Semipronta Light, assado(a)",,255.6,14.6,8.45,29.82,1.74,308.77,24.06,0.288,264.19,2.16,736.75,184.62,0.106,1.59,17.98,51.25,57.59,0.326,0.355,2.566,0.097,0.896,93.33,0.08,0.545,2.17,21.88,5.116,2.355,0.43,0.168,2.19,0.44
6506302-15,"Macarrao Instantaneo Light, sopa",,189.9,5.64,7.18,25.54,1.16,94.04,19.73,0.209,101.26,0.87,429.68,128.16,0.073,0.64,20.21,33.88,33.49,0.203,0.195,1.134,0.058,0.214,81.11,0.373,0.427,0.09,8.28,2.363,1.822,2.485,0.203,4.48,1.73
6506302-99,Macarrao Instantaneo Light,,189.9,5.64,7.18,25.54,1.16,94.04,19.73,0.209,101.26,0.87,429.68,128.16,0.073,0.64,20.21,33.88,33.49,0.203,0.195,1.134,0.058,0.214,81.11,0.373,0.427,0.09,8.28,2.363,1.822,2.485,0.203,4.48,1.73
6506401-99,Proteina de Soja Organica,,142.4,18.51,5.32,5.8,0.44,49.84,13.02,0.275,98,2.62,455.73,44.68,0.091,0.41,11.04,,,0.219,0.186,2.91,0.364,4.364,18.55,,0.404,,,0.828,1.158,3.018,0.026,0.22,
